,Node,Time,PricePerMinute
106,17,10,0.804708699122107
107,5,19,1.0709627329192546
108,8,19,0.9672240802675587
109,1,62,1.2182692307692307
110,11,14,1.0766066838046273
111,8,70,0.792436974789916
112,14,8,1.0628322861285644
113,3,44,1.126970227670753
114,17,3,0.9809885931558936
115,5,29,1.0189214758751182
116,1,33,1.2291666666666667
117,3,70,0.5823371989295272
118,12,3,1.0750572082379863
119,8,5,2.30126582278481
120,2,39,1.2171755725190843
121,3,42,1.2613138686131387
122,3,45,1.3230927835051547
123,5,89,0.6464962901896125
124,5,91,1.4901639344262294
125,8,93,0.9952582557154953
126,8,16,0.9
127,19,52,0.924235807860262
128,5,4,0.6986376021798365
129,8,8,0.9994736842105263
130,17,3,1.0629526462395544
131,8,13,1.0029159519725557
132,1,16,0.9409090909090909
133,5,25,0.9424505928853756
134,2,75,0.83202216066482
135,13,79,0.9780889621087314
136,17,3,0.8724928366762178
137,8,7,1.1136125654450262
138,17,12,0.8628712871287127
139,12,4,0.9868852459016392
140,8,78,1.2126517571884983
141,5,87,0.6295907660020986
142,5,4,1.0533665835411472
143,1,55,0.8778350515463917
144,3,72,1.857654723127036
145,3,80,0.9973469387755102
146,8,5,0.9559322033898304
147,3,6,1.039218422889044
148,17,11,0.9768115942028985
149,16,16,1.2166189111747852
150,8,90,0.6278350515463917
151,8,13,0.8864915572232646
152,2,72,1.0660377358490565
153,1,4,0.8564516129032257
154,17,13,1.0995215311004785
155,12,18,1.1787365177195686
156,13,58,1.0790257104194858
157,2,61,1.076256499133449
158,1,80,0.5601659751037344
159,8,4,1.1194029850746268
160,1,53,1.2738041002277907
161,5,56,2.126315789473684
162,8,58,0.6184782608695653
163,8,59,1.6990654205607476
164,8,60,0.8193641618497108
165,8,76,0.6971637694419031
166,17,88,0.6407826982492275
167,8,89,0.776
168,8,6,0.9163060686015831
169,12,8,1.0792682926829267
170,15,11,1.1569292123629114
171,1,77,1.0857740585774058
172,5,7,0.832797427652733
173,16,17,1.2053254437869823
174,8,66,1.072265625
175,5,75,0.7952299829642249
176,8,80,0.9122213681783244
177,8,4,1.05
178,11,36,1.1999999999999997
179,2,55,0.8522803114571745
180,6,7,1.0798249878463784
181,8,15,0.9521444695259594
182,8,22,1.1932584269662923
183,8,69,0.868014705882353
184,8,79,0.8986646884272997
185,8,5,0.9772151898734177
186,17,16,1.3141104294478527
187,2,53,1.0005037783375315
188,17,16,0.9910112359550562
189,0,11,0.9885608856088561
190,3,34,1.2247216035634743
191,4,6,0.9961665565102447
192,16,13,1.2066666666666666
193,7,15,1.001040312093628
194,8,93,1.0891495601173022
195,5,21,1.1262711864406778
196,8,6,1.0059139784946236
197,13,15,1.1425992779783394
198,16,45,1.1729032258064516
199,16,60,0.9194482758620689
200,5,20,0.8705590062111801
201,8,64,0.5054074638233055
202,18,8,1.134782608695652
203,5,8,0.8423423423423424
204,1,75,1.0991803278688523
205,3,82,0.9211143695014663
206,3,88,0.6676767676767678
207,6,8,1.0719162494310424
208,16,8,1.1904
209,8,18,1.1354581673306774
210,8,6,1.0475972540045766
211,3,16,1.0855670103092783
212,11,20,1.2468599033816423
213,5,29,1.1717868338557995
214,5,32,1.422742474916388
215,5,21,0.7600840336134453
216,14,77,0.9046970728386657
217,13,9,1.1256880733944954
218,5,20,0.9245508982035927
219,12,26,1.2463157894736845
220,1,72,0.9791741472172351
221,17,8,0.9011718750000001
222,12,24,0.6919973100201748
223,8,9,1.133377659574468
224,8,10,1.0448275862068965
225,5,13,0.6697459584295612
226,8,20,1.161661341853035
227,5,21,1.1805194805194805
228,3,63,1.1055718475073315
229,3,65,0.8981707317073171
230,8,66,0.9322314049586777
231,1,15,0.898804780876494
232,8,9,1.068918918918919
233,5,17,0.9012366034624897
234,11,21,1.207813953488372
235,8,92,0.6138369781312127
236,7,9,1.0267527675276753
237,8,16,1.762551629187701
238,13,10,1.0315909090909092
239,8,16,0.9507494646680943
240,3,9,1.2602620087336245
241,8,17,0.9544276457883369
242,5,23,1.2178041543026707
243,17,9,1.1722543352601156
244,11,16,1.2212435233160623
245,8,9,1.9069239500567536
246,5,13,1.0353909465020577
247,19,15,1.0108983799705449
248,11,16,0.9990762124711315
249,11,19,1.3348101265822785
250,11,22,0.9508474576271186
251,8,24,1.014396887159533
252,8,25,1.1424242424242426
253,1,26,1.5192452830188679
254,5,27,2.634782608695652
255,8,27,1.4901639344262294
256,18,29,1.1579617834394904
257,7,10,1.0616058394160584
258,5,13,1.105740181268882
259,1,16,1.1846153846153846
260,12,26,1.3340314136125655
261,19,11,0.7551923076923077
262,18,15,1.1592105263157895
263,8,86,0.7495867768595041
264,4,11,1.4565055762081784
265,17,49,0.9634285714285714
266,2,58,1.332330827067669
267,12,63,1.048140043763676
268,8,11,0.917098445595855
269,8,22,0.9654676258992807
270,18,30,1.2336162988115449
271,3,39,0.9472295514511873
272,5,43,1.280281690140845
273,13,87,1.0975903614457831
274,2,14,0.9063989962358845
275,16,63,1.1825726141078838
276,6,68,1.0129870129870129
277,2,78,1.062724935732648
278,5,93,1.424229979466119
279,17,19,0.8704545454545455
280,19,20,1.2110279101429544
281,8,19,1.112972972972973
282,13,15,1.2379157427937915
283,9,17,1.1321880650994576
284,1,15,0.9801071155317521
285,10,21,1.1145922746781114
286,1,57,0.9884057971014493
287,8,16,1.197291196388262
288,8,22,0.9508474576271186
289,8,67,0.9224299065420561
290,17,18,1.4697674418604652
291,17,24,1.212676056338028
292,18,27,0.677142857142857
293,8,35,1.1747747747747748
294,14,46,1.1210135970333746
295,4,19,1.123320158102767
296,9,27,1.2937394247038916
297,1,39,1.2444590163934426
298,8,24,1.2537931034482757
299,5,28,1.2614906832298136
300,8,87,0.6671905697445972
301,5,23,1.1007633587786259
302,8,29,1.236662749706228
303,17,36,1.2264248704663212
304,3,53,1.6331981753674607
305,17,28,1.1561688311688312
306,3,71,1.2226600985221674
307,11,81,0.8461363636363637
308,3,38,1.2410174880763116
309,3,45,1.1007518796992484
310,3,35,1.0372310570626755
311,5,59,1.1011560693641618
312,5,54,1.5472340425531914
313,5,34,0.7233727810650888
314,3,38,1.0561855670103093
315,13,55,0.9954356846473027
316,3,63,1.2067132867132866
317,8,71,0.7086486486486486
318,2,89,0.7450094161958569
319,4,91,0.6850698174006444
320,3,42,1.362267657992565
321,17,48,0.8931726907630521
322,3,55,1.21877444589309
323,14,48,2.06272365805169
324,8,43,1.439274924471299
325,4,53,1.0594594594594595
326,3,45,1.1346059113300493
327,8,59,0.6880575539568345
328,3,46,1.1935897435897436
329,8,48,1.5808695652173912
330,4,57,1.1436838390966833
331,12,52,0.8118411552346569
332,4,57,1.2970513900589722
333,19,68,1.1222727272727273
334,3,46,1.1686098654708519
335,3,48,1.2205287713841368
336,13,52,0.8275739644970415
337,3,60,2.4996825396825395
338,1,72,0.8436260623229462
339,3,83,1.9837344398340253
340,3,51,0.9271477663230241
341,5,59,0.746629213483146
342,19,48,1.4611295681063123
343,11,50,0.8679509632224167
344,19,53,0.7121418826739426
345,9,84,1.0562874251497005
346,17,88,0.7621621621621621
347,8,90,0.6888366627497062
348,1,79,0.8231340026189436
349,17,53,0.8888888888888888
350,11,59,0.8352
351,5,78,0.8360501567398119
352,5,88,0.7156966490299823
353,13,52,0.9035398230088496
354,13,55,0.7583424209378408
355,5,62,1.063157894736842
356,5,76,0.7789890981169474
357,13,83,0.8736240171551108
358,7,55,1.2429003021148037
359,16,65,1.1224043715846994
360,13,69,0.9089673913043479
361,12,51,0.8489552238805971
362,5,52,0.9840000000000001
363,3,59,1.1697160883280757
364,3,65,1.010344827586207
365,5,69,0.7933004926108375
366,3,85,0.6646464646464646
367,8,51,0.9987804878048779
368,8,55,0.7964601769911505
369,5,73,1.0185676392572947
370,10,82,0.8301534356237491
371,17,94,0.6624496837262794
372,3,52,0.8918114143920596
373,8,57,0.9386842105263158
374,1,60,1.1539641943734014
375,8,62,0.8621134020618557
376,11,69,0.8013468013468014
377,8,81,0.847860962566845
378,13,52,0.9411954765751213
379,3,67,1.329103448275862
380,12,76,0.960487144790257
381,8,65,0.9470468431771895
382,2,52,0.885561497326203
383,3,56,0.9684267827980403
384,16,60,1.2019323671497584
385,2,76,1.0743326488706366
386,3,81,1.0676832844574782
387,8,69,0.65790273556231
388,13,53,0.9635535307517085
389,8,59,0.8657560975609756
390,17,63,0.6357045143638851
391,5,81,0.9128404669260701
392,1,55,0.7503296703296704
393,8,59,0.6752876712328767
394,3,66,0.9477165354330707
395,3,73,0.8951196172248804
396,5,56,0.6667633200434939
397,3,58,1.1613180515759312
398,4,66,1.3794701986754965
399,11,81,0.8817460317460316
400,11,56,0.8189090909090909
401,8,61,1.03215859030837
402,8,69,0.9474137931034483
403,3,78,1.1742682096664396
404,8,58,0.8474085365853659
405,16,80,1.2458923512747875
406,3,61,1.0437395659432387
407,8,90,0.574493927125506
408,4,56,0.7992217898832685
409,3,58,0.9007103393843725
410,4,69,1.025103734439834
411,11,85,0.6481334392374901
412,3,55,1.1583011583011582
413,11,67,0.8309025270758122
414,19,56,0.6709907341411262
415,7,61,1.0298901098901099
416,3,71,1.1491756679931777
417,13,55,1.0874200426439231
418,0,67,1.2042443729903538
419,8,81,1.0402777777777779
420,2,89,0.9008
421,8,58,0.8334939759036144
422,5,63,0.8483870967741935
423,3,68,1.2650316455696202
424,17,81,0.8778169014084507
425,10,84,0.8289017341040462
426,8,59,0.9205479452054794
427,1,67,363.59999999999997
428,3,76,1.2221441124780315
429,8,56,1.0569767441860465
430,5,57,0.9843037974683545
431,19,61,0.9247216035634744
432,5,64,0.8437113402061855
433,2,80,0.9242392444910807
434,2,83,1.203973509933775
435,5,84,1.0506474820143885
436,11,88,0.7822966507177034
437,3,57,0.937864077669903
438,1,60,1.0100000000000002
439,3,68,1.042439024390244
440,2,73,1.0659043659043659
441,12,59,0.9504672897196261
442,4,63,1.2987244897959183
443,11,68,1.0990384615384614
444,3,71,0.8367052023121387
445,5,74,0.9484615384615385
446,8,79,1.0329545454545455
447,5,62,181.79999999999998
448,8,64,0.971608040201005
449,17,67,0.8366589327146171
450,3,70,0.8525345622119815
451,19,74,0.7842374616171955
452,8,76,1.4093023255813952
453,5,79,0.868016194331984
454,7,71,0.7484978540772533
455,3,68,1.224264705882353
456,12,80,1.1014563106796118
457,3,85,0.683177570093458
458,3,72,1.1483870967741934
459,12,79,0.7407849829351536
460,8,82,0.9155985489721886
461,3,84,0.748135593220339
462,13,76,0.7574025974025974
463,17,88,0.6308988764044944
464,1,74,0.9128712871287129
465,8,77,1.1398119122257053
466,3,79,1.1052147239263803
467,2,86,1.1100553505535056
468,2,80,0.9376333164042661
469,16,81,1.1270103092783506
470,2,91,1.267591564927858
471,0,82,0.796288140924819
472,17,79,1.0922413793103447
473,3,83,0.8759913482335977
474,6,92,0.9653376353998617
