,RIDE_ID,started_on,completed_on,start_location_long,start_location_lat,distance_travelled,end_location_lat,end_location_long,active_driver_id,rider_id,base_fare,total_fare,rate_per_mile,rate_per_minute,time_fare,driving_time_to_rider,driver_id,car_id,make,model,year,start_date
1425362,1425362,2017-04-05 17:21:14+00:00,2017-04-05 17:29:51+00:00,-97.737,30.254,4355.0,30.28,-97.72,654080,252635,1.5,8.42,0.99,0.25,2.16,117.0,3827,3827,b'Ford',b'Focus',b'2014',2017-04-05
1425363,1425363,2017-04-05 17:22:22+00:00,2017-04-05 17:42:55+00:00,-97.719,30.339,16822.0,30.212,-97.759,654035,3218,1.5,19.18,0.99,0.25,5.14,174.0,1004,1004,b'Honda',b'CR-V',b'2011',2017-04-05
1425364,1425364,2017-04-05 17:22:31+00:00,2017-04-05 17:27:30+00:00,-97.761,30.262,2941.0,30.267,-97.778,654081,58583,1.5,6.63,0.99,0.25,1.25,183.0,4019,4019,b'Honda',b'Civic',b'2015',2017-04-05
1425365,1425365,2017-04-05 17:22:54+00:00,2017-04-05 17:32:45+00:00,-97.731,30.27,5231.0,30.26,-97.755,654082,252563,1.5,9.28,0.99,0.25,2.47,176.0,2313,2313,b'Volkswagen',b'Golf',b'2016',2017-04-05
1425366,1425366,2017-04-05 17:23:01+00:00,2017-04-05 17:23:05+00:00,-97.76,30.242,924.0,30.242,-97.75,654083,105340,1.5,6.06,0.99,0.25,0.02,113.0,4751,4751,b'Chevrolet',b'Silverado 1500',b'2017',2017-04-05
1425367,1425367,2017-04-05 17:23:01+00:00,2017-04-05 17:56:20+00:00,-97.667,30.205,36891.0,30.45,-97.788,653919,252636,1.5,34.87,0.99,0.25,8.33,249.0,1830,1830,b'Hyundai',b'Genesis',b'2012',2017-04-05
1425368,1425368,2017-04-05 17:23:23+00:00,2017-04-05 17:42:04+00:00,-97.666,30.202,4232.0,30.226,-97.662,654084,252637,1.5,10.88,0.99,0.25,4.67,523.0,1519,1519,b'Ford',b'Escape',b'2010',2017-04-05
1425369,1425369,2017-04-05 17:23:47+00:00,2017-04-05 17:44:06+00:00,-97.705,30.286,16739.0,30.209,-97.755,653710,252530,1.5,19.07,0.99,0.25,5.08,206.0,2931,2931,b'Ford',b'Fiesta',b'2016',2017-04-05
1425370,1425370,2017-04-05 17:23:52+00:00,2017-04-05 17:31:33+00:00,-97.757,30.221,4469.0,30.235,-97.79,654085,34575,1.5,8.25,0.99,0.25,1.92,176.0,752,752,b'Hyundai',b'Elantra',b'2015',2017-04-05
1425371,1425371,2017-04-05 17:24:13+00:00,2017-04-05 17:37:40+00:00,-97.736,30.365,5132.0,30.398,-97.718,654086,24503,1.5,10.12,0.99,0.25,3.36,180.0,4122,4122,b'Hyundai',b'Santa Fe',b'2007',2017-04-05
1425372,1425372,2017-04-05 17:24:15+00:00,2017-04-05 17:31:56+00:00,-97.765,30.275,4092.0,30.289,-97.745,654033,104478,1.5,8.02,0.99,0.25,1.92,67.0,467,467,b'Chrysler',b'Town and Country',b'2015',2017-04-05
1425373,1425373,2017-04-05 17:24:33+00:00,2017-04-05 17:39:29+00:00,-97.736,30.239,6309.0,30.262,-97.718,654087,38204,1.5,11.22,0.99,0.25,3.73,267.0,4831,4831,b'Ford',b'Edge',b'2015',2017-04-05
1425374,1425374,2017-04-05 17:24:49+00:00,2017-04-05 17:34:19+00:00,-97.71,30.322,5515.0,30.287,-97.725,654088,26486,1.5,9.36,0.99,0.25,2.38,310.0,4448,4448,b'Honda',b'Civic',b'2007',2017-04-05
1425375,1425375,2017-04-05 17:24:53+00:00,2017-04-05 17:33:39+00:00,-97.705,30.403,6042.0,30.392,-97.739,654089,122147,1.5,9.5,0.99,0.25,2.19,240.0,1078,1078,b'Toyota',b'Corolla',b'2010',2017-04-05
1425376,1425376,2017-04-05 17:25:15+00:00,2017-04-05 17:35:44+00:00,-97.725,30.225,4705.0,30.229,-97.756,653853,67917,1.5,9.1,0.99,0.25,2.62,120.0,4085,4085,b'Chevrolet',b'Aveo',b'2011',2017-04-05
1425377,1425377,2017-04-05 17:25:58+00:00,2017-04-05 17:43:03+00:00,-97.71,30.322,8257.0,30.285,-97.743,654090,194518,1.5,12.98,0.99,0.25,4.27,243.0,4231,4231,b'Chrysler',b'300',b'2015',2017-04-05
1425378,1425378,2017-04-05 17:26:00+00:00,2017-04-05 17:43:21+00:00,-97.883,30.232,17116.0,30.309,-97.886,654091,117235,1.5,18.55,0.99,0.25,4.34,396.0,4763,4763,b'Nissan',b'Altima',b'2013',2017-04-05
1425379,1425379,2017-04-05 17:26:11+00:00,2017-04-05 17:47:58+00:00,-97.667,30.203,17822.0,30.272,-97.738,654092,252638,1.5,20.11,0.99,0.25,5.45,352.0,2927,2927,b'Toyota',b'RAV4',b'2015',2017-04-05
1425380,1425380,2017-04-05 17:26:30+00:00,2017-04-05 17:38:15+00:00,-97.719,30.284,4716.0,30.268,-97.742,654093,4030,1.5,9.43,0.99,0.25,2.94,303.0,31,31,b'Ford',b'Explorer',b'2016',2017-04-05
1425381,1425381,2017-04-05 17:26:33+00:00,2017-04-05 17:49:37+00:00,-97.724,30.31,15988.0,30.203,-97.667,653692,246441,1.5,19.3,0.99,0.25,5.77,187.0,3273,3273,b'Toyota',b'RAV4',b'2016',2017-04-05
1425382,1425382,2017-04-05 17:26:41+00:00,2017-04-05 17:34:35+00:00,-97.74,30.269,2535.0,30.251,-97.749,654094,250766,1.5,7.11,0.99,0.25,1.98,243.0,2644,2644,b'Dodge',b'Dart',b'2014',2017-04-05
1425383,1425383,2017-04-05 17:27:00+00:00,2017-04-05 17:36:21+00:00,-97.743,30.269,4879.0,30.237,-97.765,653621,209611,1.5,8.93,0.99,0.25,2.34,202.0,525,525,b'Subaru',b'XV Crosstrek',b'2015',2017-04-05
1425384,1425384,2017-04-05 17:27:15+00:00,2017-04-05 17:36:03+00:00,-97.741,30.284,1714.0,30.277,-97.748,654095,173949,1.5,6.82,0.99,0.25,2.2,64.0,2050,2050,b'GMC',b'Sierra 1500',b'2016',2017-04-05
1425385,1425385,2017-04-05 17:27:16+00:00,2017-04-05 17:46:29+00:00,-97.667,30.202,14818.0,30.242,-97.751,654096,252639,1.5,17.6,0.99,0.25,4.81,267.0,3958,3958,b'Nissan',b'Sentra',b'2013',2017-04-05
1425386,1425386,2017-04-05 17:27:20+00:00,2017-04-05 17:32:18+00:00,-97.794,30.482,2654.0,30.487,-97.77,653971,112202,1.5,6.43,0.99,0.25,1.24,375.0,2149,2149,b'Mazda',b'5',b'2012',2017-04-05
1425387,1425387,2017-04-05 17:27:49+00:00,2017-04-05 17:42:25+00:00,-97.797,30.173,10343.0,30.231,-97.757,654097,199333,1.5,13.65,0.99,0.25,3.65,234.0,4667,4667,b'Toyota',b'Camry',b'2012',2017-04-05
1425388,1425388,2017-04-05 17:28:03+00:00,2017-04-05 17:50:26+00:00,-97.742,30.277,14759.0,30.202,-97.666,654029,251716,1.5,18.36,0.99,0.25,5.6,119.0,4640,4640,b'Nissan',b'Xterra',b'2012',2017-04-05
1425389,1425389,2017-04-05 17:28:07+00:00,2017-04-05 17:34:33+00:00,-97.7,30.316,3393.0,30.3,-97.679,654098,143710,1.5,7.27,0.99,0.25,1.61,61.0,4847,4847,b'Lexus',b'RX 350',b'2008',2017-04-05
1425390,1425390,2017-04-05 17:28:17+00:00,2017-04-05 17:33:10+00:00,-97.741,30.379,561.0,30.374,-97.739,653655,252640,1.5,6.06,0.99,0.25,1.22,141.0,61,61,b'Toyota',b'Camry',b'2015',2017-04-05
1425391,1425391,2017-04-05 17:28:36+00:00,2017-04-05 17:57:55+00:00,-97.755,30.435,36617.0,30.203,-97.668,654099,252641,1.5,33.69,0.99,0.25,7.33,227.0,1270,1270,b'Toyota',b'Corolla',b'2013',2017-04-05
1425392,1425392,2017-04-05 17:28:46+00:00,2017-04-05 17:39:12+00:00,-97.874,30.203,10975.0,30.24,-97.792,654100,215806,1.5,12.99,0.99,0.25,2.61,297.0,26,26,b'BMW',b'X5',b'2008',2017-04-05
1425393,1425393,2017-04-05 17:28:53+00:00,2017-04-05 17:40:47+00:00,-97.736,30.266,4655.0,30.264,-97.771,653889,252050,1.5,9.43,0.99,0.25,2.98,89.0,2776,2776,b'Infiniti',b'QX60',b'2014',2017-04-05
1425394,1425394,2017-04-05 17:28:53+00:00,2017-04-05 17:37:32+00:00,-97.816,30.159,5515.0,30.153,-97.835,654101,128886,1.5,9.15,0.99,0.25,2.17,416.0,1849,1849,b'Kia',b'Soul',b'2015',2017-04-05
1425395,1425395,2017-04-05 17:29:06+00:00,2017-04-05 17:59:34+00:00,-97.762,30.447,37405.0,30.203,-97.668,654102,252642,1.5,34.47,0.99,0.25,7.62,293.0,836,836,b'Nissan',b'Sentra',b'2014',2017-04-05
1425396,1425396,2017-04-05 17:29:31+00:00,2017-04-05 17:45:38+00:00,-97.751,30.245,10293.0,30.267,-97.788,654103,252568,1.5,14.0,0.99,0.25,4.03,63.0,4118,4118,b'Toyota',b'Highlander',b'2008',2017-04-05
1425397,1425397,2017-04-05 17:30:10+00:00,2017-04-05 17:48:25+00:00,-97.708,30.312,13195.0,30.248,-97.756,654071,252603,1.5,16.35,0.99,0.25,4.57,217.0,3608,3608,b'Volkswagen',b'Jetta',b'2013',2017-04-05
1425398,1425398,2017-04-05 17:30:11+00:00,2017-04-05 17:33:53+00:00,-97.732,30.27,1676.0,30.27,-97.741,654074,129615,1.5,6.06,0.99,0.25,0.93,159.0,4858,4858,b'Honda',b'Accord',b'2011',2017-04-05
1425399,1425399,2017-04-05 17:30:45+00:00,2017-04-05 17:40:48+00:00,-97.745,30.274,2119.0,30.275,-97.744,653941,118009,1.5,7.38,0.99,0.25,2.51,97.0,3455,3455,b'Pontiac',b'Grand Prix',b'2005',2017-04-05
1425400,1425400,2017-04-05 17:30:45+00:00,2017-04-05 17:44:48+00:00,-97.743,30.265,17577.0,30.203,-97.669,654104,140856,1.5,18.01,0.99,0.25,3.52,107.0,3632,3632,b'Chevrolet',b'Suburban',b'2008',2017-04-05
1425401,1425401,2017-04-05 17:30:48+00:00,2017-04-05 17:40:59+00:00,-97.74,30.265,3828.0,30.255,-97.762,653958,251718,1.5,8.48,0.99,0.25,2.55,122.0,4747,4747,b'Toyota',b'Prius',b'2017',2017-04-05
1425402,1425402,2017-04-05 17:31:02+00:00,2017-04-05 17:45:32+00:00,-97.689,30.376,9277.0,30.451,-97.678,653923,158645,1.5,12.97,0.99,0.25,3.63,222.0,4728,4728,b'Infiniti',b'G35',b'2007',2017-04-05
1425403,1425403,2017-04-05 17:31:03+00:00,2017-04-05 17:52:10+00:00,-97.671,30.201,23727.0,30.274,-97.76,654105,31359,1.5,23.61,0.99,0.25,5.28,333.0,1765,1765,b'Toyota',b'Highlander',b'2016',2017-04-05
1425404,1425404,2017-04-05 17:31:16+00:00,2017-04-05 17:35:55+00:00,-97.715,30.264,2320.0,30.28,-97.72,653942,252096,1.5,6.16,0.99,0.25,1.17,167.0,3500,3500,b'Toyota',b'Camry',b'2016',2017-04-05
1425405,1425405,2017-04-05 17:31:19+00:00,2017-04-05 17:56:04+00:00,-97.667,30.203,26945.0,30.283,-97.746,653893,252643,1.5,26.53,0.99,0.25,6.19,375.0,2351,2351,b'Volkswagen',b'Jetta',b'2016',2017-04-05
1425406,1425406,2017-04-05 17:31:35+00:00,2017-04-05 17:45:45+00:00,-97.698,30.397,10274.0,30.33,-97.709,653953,143022,1.5,13.5,0.99,0.25,3.55,319.0,2822,2822,b'Nissan',b'Altima',b'2013',2017-04-05
1425407,1425407,2017-04-05 17:31:44+00:00,2017-04-05 17:58:57+00:00,-97.897,30.25,25553.0,30.324,-97.725,654106,252644,1.5,26.29,0.99,0.25,6.81,423.0,3820,3820,b'Buick',b'Enclave',b'2012',2017-04-05
1425408,1425408,2017-04-05 17:31:53+00:00,2017-04-05 17:46:13+00:00,-97.743,30.321,8440.0,30.273,-97.739,654107,168250,1.5,12.39,0.99,0.25,3.58,275.0,2042,2042,b'Jeep',b'Grand Cherokee',b'2014',2017-04-05
1425409,1425409,2017-04-05 17:32:14+00:00,2017-04-05 17:38:32+00:00,-97.737,30.282,2473.0,30.29,-97.726,654108,161551,1.5,6.67,0.99,0.25,1.58,278.0,2373,2373,b'Toyota',b'Camry',b'2014',2017-04-05
1425410,1425410,2017-04-05 17:32:29+00:00,2017-04-05 17:55:54+00:00,-97.94,30.236,22387.0,30.264,-97.744,653827,38154,1.5,23.36,0.99,0.25,5.86,668.0,215,215,b'Honda',b'Accord',b'2014',2017-04-05
1425411,1425411,2017-04-05 17:32:29+00:00,2017-04-05 17:40:59+00:00,-97.736,30.296,2994.0,30.276,-97.745,654078,151825,1.5,7.54,0.99,0.25,2.13,260.0,4650,4650,b'Toyota',b'Corolla',b'2014',2017-04-05
1425412,1425412,2017-04-05 17:32:45+00:00,2017-04-05 17:47:04+00:00,-97.786,30.187,7726.0,30.231,-97.8,653559,121952,1.5,11.95,0.99,0.25,3.58,306.0,399,399,b'Toyota',b'Prius',b'2009',2017-04-05
1425413,1425413,2017-04-05 17:33:13+00:00,2017-04-05 17:44:07+00:00,-97.734,30.29,3374.0,30.269,-97.743,654024,219995,1.5,8.39,0.99,0.25,2.73,223.0,1286,1286,b'HUMMER',b'H2',b'2006',2017-04-05
1425414,1425414,2017-04-05 17:33:51+00:00,2017-04-05 17:59:29+00:00,-97.667,30.203,14934.0,30.255,-97.748,654109,252645,1.5,19.29,0.99,0.25,6.41,364.0,121,121,b'Toyota',b'Sienna',b'2013',2017-04-05
1425415,1425415,2017-04-05 17:34:38+00:00,2017-04-05 18:05:08+00:00,-97.667,30.202,29556.0,30.325,-97.772,653957,10732,1.5,29.6,0.99,0.25,7.63,362.0,419,419,b'Toyota',b'Prius',b'2012',2017-04-05
1425416,1425416,2017-04-05 17:34:54+00:00,2017-04-05 17:55:54+00:00,-97.74,30.282,20234.0,30.203,-97.667,654110,252021,1.5,21.41,0.99,0.25,5.25,63.0,1780,1780,b'Dodge',b'Caliber',b'2010',2017-04-05
1425417,1425417,2017-04-05 17:34:55+00:00,2017-04-05 17:54:23+00:00,-97.77,30.18,18309.0,30.323,-97.712,654111,252646,1.5,19.83,0.99,0.25,4.87,329.0,2737,2737,b'Chevrolet',b'Malibu',b'2011',2017-04-05
1425418,1425418,2017-04-05 17:35:22+00:00,2017-04-05 18:00:10+00:00,-97.737,30.386,30081.0,30.203,-97.668,654112,252647,1.5,28.48,0.99,0.25,6.2,275.0,1719,1719,b'Nissan',b'Versa Note',b'2015',2017-04-05
1425419,1425419,2017-04-05 17:35:24+00:00,2017-04-05 17:51:15+00:00,-97.693,30.224,9142.0,30.267,-97.72,654113,150896,1.5,13.21,0.99,0.25,3.96,326.0,4183,4183,b'Audi',b'A4',b'2004',2017-04-05
1425420,1425420,2017-04-05 17:35:57+00:00,2017-04-05 17:45:41+00:00,-97.685,30.301,6054.0,30.285,-97.733,653349,166871,1.5,9.76,0.99,0.25,2.44,420.0,2045,2045,b'Chevrolet',b'Cruze',b'2012',2017-04-05
1425421,1425421,2017-04-05 17:36:04+00:00,2017-04-05 17:40:09+00:00,-97.769,30.19,1085.0,30.192,-97.777,654114,200684,1.5,6.06,0.99,0.25,1.02,436.0,195,195,b'Toyota',b'Camry',b'2016',2017-04-05
1425422,1425422,2017-04-05 17:36:05+00:00,2017-04-05 18:01:15+00:00,-97.666,30.203,17347.0,30.265,-97.736,653933,252648,1.5,20.66,0.99,0.25,6.29,444.0,4735,4735,b'KIA',b'Sedona',b'2015',2017-04-05
1425423,1425423,2017-04-05 17:36:19+00:00,2017-04-05 17:56:54+00:00,-97.667,30.202,18303.0,30.271,-97.734,653920,252649,1.5,20.11,0.99,0.25,5.15,378.0,4691,4691,b'Lexus',b'LS 430',b'2004',2017-04-05
1425424,1425424,2017-04-05 17:36:24+00:00,2017-04-05 17:46:07+00:00,-97.75,30.248,4113.0,30.27,-97.732,654066,252650,1.5,8.54,0.99,0.25,2.43,85.0,4132,4132,b'Toyota',b'Corolla',b'2016',2017-04-05
1425425,1425425,2017-04-05 17:36:33+00:00,2017-04-05 17:55:46+00:00,-97.667,30.203,16551.0,30.259,-97.747,654115,169873,3.0,38.85,2.6,0.35,6.73,400.0,3876,3876,b'Chrysler',b'Town and Country',b'2014',2017-04-05
1425426,1425426,2017-04-05 17:36:47+00:00,2017-04-05 17:53:10+00:00,-97.759,30.26,8274.0,30.225,-97.775,654116,250986,1.5,12.82,0.99,0.25,4.1,66.0,3668,3668,b'Hyundai',b'Accent',b'2013',2017-04-05
1425427,1425427,2017-04-05 17:36:54+00:00,2017-04-05 18:00:53+00:00,-97.8,30.49,30379.0,30.264,-97.744,654117,7675,1.5,28.47,0.99,0.25,6.0,358.0,3724,3724,b'Nissan',b'Sentra',b'2015',2017-04-05
1425428,1425428,2017-04-05 17:37:03+00:00,2017-04-05 17:58:24+00:00,-97.666,30.203,12942.0,30.27,-97.744,654118,252651,1.5,16.97,0.99,0.25,5.34,431.0,4576,4576,b'Hyundai',b'Elantra',b'2017',2017-04-05
1425429,1425429,2017-04-05 17:37:08+00:00,2017-04-05 17:40:55+00:00,-97.739,30.276,1059.0,30.271,-97.734,652783,169439,1.5,6.06,0.99,0.25,0.95,161.0,4535,4535,b'Hyundai',b'Elantra',b'2016',2017-04-05
1425430,1425430,2017-04-05 17:37:20+00:00,2017-04-05 17:52:39+00:00,-97.722,30.337,14568.0,30.434,-97.736,654119,33563,1.5,16.45,0.99,0.25,3.83,187.0,2849,2849,b'Mazda',b'3',b'2012',2017-04-05
1425431,1425431,2017-04-05 17:37:32+00:00,2017-04-05 17:45:04+00:00,-97.743,30.265,1774.0,30.266,-97.736,654120,250893,1.5,6.53,0.99,0.25,1.88,66.0,4342,4342,b'Lexus',b'ES 350',b'2008',2017-04-05
1425432,1425432,2017-04-05 17:37:44+00:00,2017-04-05 17:45:40+00:00,-97.764,30.274,3388.0,30.266,-97.743,654081,252583,1.5,7.65,0.99,0.25,1.99,292.0,4019,4019,b'Honda',b'Civic',b'2015',2017-04-05
1425433,1425433,2017-04-05 17:37:44+00:00,2017-04-05 17:50:34+00:00,-97.769,30.286,10975.0,30.245,-97.779,653807,71001,1.5,13.59,0.99,0.25,3.21,264.0,3687,3687,b'Lexus',b'IS 250',b'2014',2017-04-05
1425434,1425434,2017-04-05 17:38:04+00:00,2017-04-05 17:44:58+00:00,-97.772,30.151,3950.0,30.165,-97.79,654121,80038,1.5,7.74,0.99,0.25,1.73,859.0,3325,3325,b'Nissan',b'Versa',b'2008',2017-04-05
1425435,1425435,2017-04-05 17:38:15+00:00,2017-04-05 17:54:08+00:00,-97.738,30.266,18936.0,30.211,-97.66,654122,252532,1.5,19.31,0.99,0.25,3.97,129.0,2004,2004,b'Jeep',b'Patriot',b'2015',2017-04-05
1425436,1425436,2017-04-05 17:38:26+00:00,2017-04-05 17:52:07+00:00,-97.721,30.37,14796.0,30.289,-97.751,654123,212997,1.5,16.18,0.99,0.25,3.42,222.0,4115,4115,b'Kia',b'Altima',b'2012',2017-04-05
1425437,1425437,2017-04-05 17:39:37+00:00,2017-04-05 18:23:39+00:00,-97.667,30.202,46337.0,30.354,-97.998,653952,252652,1.5,43.44,0.99,0.25,11.01,383.0,3896,3896,b'Scion',b'xB',b'2005',2017-04-05
1425438,1425438,2017-04-05 17:39:39+00:00,2017-04-05 18:06:04+00:00,-97.667,30.203,17752.0,30.264,-97.742,654124,252653,1.5,21.24,0.99,0.25,6.61,374.0,4,4,b'Cadillac',b'SRX',b'2012',2017-04-05
1425439,1425439,2017-04-05 17:39:42+00:00,2017-04-05 17:45:38+00:00,-97.679,30.258,3865.0,30.272,-97.705,653841,15375,1.5,7.43,0.99,0.25,1.48,362.0,1870,1870,b'Nissan',b'Altima',b'2008',2017-04-05
1425440,1425440,2017-04-05 17:40:06+00:00,2017-04-05 17:56:04+00:00,-97.72,30.24,10238.0,30.203,-97.667,653905,43100,1.5,13.94,0.99,0.25,4.0,178.0,3253,3253,b'Hyundai',b'Elantra',b'2013',2017-04-05
1425441,1425441,2017-04-05 17:40:15+00:00,2017-04-05 18:02:14+00:00,-97.703,30.227,13142.0,30.307,-97.741,653977,252654,1.5,17.25,0.99,0.25,5.5,234.0,2078,2078,b'Toyota',b'Prius',b'2007',2017-04-05
1425442,1425442,2017-04-05 17:40:23+00:00,2017-04-05 17:55:27+00:00,-97.745,30.393,8001.0,30.356,-97.757,653899,5062,1.5,12.31,0.99,0.25,3.77,338.0,4507,4507,b'Chevrolet',b'Malibu Limited',b'2016',2017-04-05
1425443,1425443,2017-04-05 17:40:32+00:00,2017-04-05 17:49:16+00:00,-97.746,30.287,2678.0,30.27,-97.754,654125,250545,1.5,7.4,0.99,0.25,2.18,267.0,3656,3656,b'Toyota',b'Corolla',b'2014',2017-04-05
1425444,1425444,2017-04-05 17:40:33+00:00,2017-04-05 17:50:40+00:00,-97.759,30.232,5433.0,30.26,-97.773,653853,211132,1.5,9.46,0.99,0.25,2.53,114.0,4085,4085,b'Chevrolet',b'Aveo',b'2011',2017-04-05
1425445,1425445,2017-04-05 17:40:38+00:00,2017-04-05 17:58:38+00:00,-97.651,30.38,9805.0,30.407,-97.717,654042,45406,1.5,14.17,0.99,0.25,4.5,267.0,1073,1073,b'Toyota',b'Highlander',b'2011',2017-04-05
1425446,1425446,2017-04-05 17:41:01+00:00,2017-04-05 17:51:59+00:00,-97.746,30.283,3482.0,30.265,-97.747,653928,252655,1.5,8.46,0.99,0.25,2.74,222.0,2914,2914,b'Dodge',b'Charger',b'2012',2017-04-05
1425447,1425447,2017-04-05 17:41:07+00:00,2017-04-05 17:53:20+00:00,-97.727,30.368,7095.0,30.388,-97.737,654126,252656,1.5,11.03,0.99,0.25,3.06,275.0,3359,3359,b'Chevrolet',b'Silverado 1500',b'2004',2017-04-05
1425448,1425448,2017-04-05 17:41:11+00:00,2017-04-05 17:51:20+00:00,-97.718,30.254,10164.0,30.203,-97.668,653842,34769,1.5,12.41,0.99,0.25,2.54,275.0,47,47,b'Toyota',b'Prius v',b'2013',2017-04-05
1425449,1425449,2017-04-05 17:41:14+00:00,2017-04-05 17:52:53+00:00,-97.749,30.241,3599.0,30.268,-97.741,654127,149317,1.5,8.72,0.99,0.25,2.92,196.0,4121,4121,b'Ford',b'Expedition',b'2016',2017-04-05
1425450,1425450,2017-04-05 17:41:33+00:00,2017-04-05 17:51:09+00:00,-97.727,30.261,3133.0,30.272,-97.741,654128,252409,1.5,7.91,0.99,0.25,2.4,158.0,3953,3953,b'Nissan',b'Rogue',b'2013',2017-04-05
1425451,1425451,2017-04-05 17:42:03+00:00,2017-04-05 17:59:19+00:00,-97.731,30.272,10158.0,30.245,-97.751,654074,252099,1.5,14.21,0.99,0.25,4.32,147.0,4858,4858,b'Honda',b'Accord',b'2011',2017-04-05
1425452,1425452,2017-04-05 17:42:15+00:00,2017-04-05 17:54:06+00:00,-97.755,30.278,10593.0,30.231,-97.8,653970,148458,1.5,13.12,0.99,0.25,2.97,192.0,4785,4785,b'Mazda',b'CX-7',b'2007',2017-04-05
1425453,1425453,2017-04-05 17:43:00+00:00,2017-04-05 17:52:26+00:00,-97.75,30.266,3823.0,30.288,-97.748,654095,168412,1.5,8.29,0.99,0.25,2.36,163.0,2050,2050,b'GMC',b'Sierra 1500',b'2016',2017-04-05
1425454,1425454,2017-04-05 17:43:25+00:00,2017-04-05 18:13:01+00:00,-97.667,30.202,16713.0,30.276,-97.75,654129,252657,1.5,21.39,0.99,0.25,7.4,383.0,4726,4726,b'Toyota',b'Corolla',b'2015',2017-04-05
1425455,1425455,2017-04-05 17:43:28+00:00,2017-04-05 18:06:11+00:00,-97.725,30.227,11780.0,30.219,-97.796,653875,32221,1.5,16.59,0.99,0.25,5.68,242.0,2954,2954,b'Ford',b'Focus',b'2016',2017-04-05
1425456,1425456,2017-04-05 17:43:35+00:00,2017-04-05 17:58:36+00:00,-97.75,30.288,10172.0,30.222,-97.724,654130,82136,1.5,13.66,0.99,0.25,3.76,151.0,3832,3832,b'Chevrolet',b'Impala',b'2011',2017-04-05
1425457,1425457,2017-04-05 17:43:43+00:00,2017-04-05 18:02:54+00:00,-97.76,30.28,24803.0,30.203,-97.666,654131,10552,1.5,23.8,0.99,0.25,4.8,257.0,4497,4497,b'Toyota',b'Corolla',b'2006',2017-04-05
1425458,1425458,2017-04-05 17:44:13+00:00,2017-04-05 17:52:15+00:00,-97.746,30.223,3893.0,30.248,-97.75,654132,252658,1.5,7.98,0.99,0.25,2.01,255.0,4832,4832,b'Volkswagen',b'Passat',b'2012',2017-04-05
1425459,1425459,2017-04-05 17:44:45+00:00,2017-04-05 17:50:27+00:00,-97.737,30.265,1180.0,30.266,-97.747,654133,250995,1.5,6.06,0.99,0.25,1.43,129.0,931,931,b'Ford',b'Explorer',b'2013',2017-04-05
1425460,1425460,2017-04-05 17:45:04+00:00,2017-04-05 17:50:24+00:00,-97.747,30.255,1540.0,30.266,-97.746,654134,190421,1.5,6.06,0.99,0.25,1.34,185.0,2644,2644,b'Dodge',b'Dart',b'2014',2017-04-05
1425461,1425461,2017-04-05 17:45:09+00:00,2017-04-05 17:55:43+00:00,-97.865,30.343,10714.0,30.306,-97.942,654135,175773,1.5,12.86,0.99,0.25,2.64,151.0,2144,2144,b'BMW',b'X3',b'2006',2017-04-05
1425462,1425462,2017-04-05 17:45:19+00:00,2017-04-05 17:57:39+00:00,-97.742,30.288,3360.0,30.264,-97.744,654136,252294,1.5,8.74,0.99,0.25,3.08,190.0,2475,2475,b'Toyota',b'Prius',b'2010',2017-04-05
1425463,1425463,2017-04-05 17:45:23+00:00,2017-04-05 18:03:21+00:00,-97.723,30.307,10654.0,30.237,-97.705,654137,105904,1.5,14.69,0.99,0.25,4.49,191.0,2845,2845,b'Infiniti',b'G Sedan',b'2012',2017-04-05
1425464,1425464,2017-04-05 17:46:27+00:00,2017-04-05 17:54:50+00:00,-97.699,30.407,3771.0,30.404,-97.722,654138,252659,1.5,8.0,0.99,0.25,2.1,124.0,4107,4107,b'Scion',b'xD',b'2010',2017-04-05
1425465,1425465,2017-04-05 17:46:28+00:00,2017-04-05 18:12:58+00:00,-97.667,30.202,29006.0,30.379,-97.74,654139,252660,1.5,28.25,0.99,0.25,6.63,382.0,3901,3901,b'Nissan',b'Sentra',b'2010',2017-04-05
1425466,1425466,2017-04-05 17:46:31+00:00,2017-04-05 17:51:22+00:00,-97.746,30.284,1525.0,30.277,-97.739,654140,28848,1.5,6.06,0.99,0.25,1.22,164.0,130,130,b'Nissan',b'Altima',b'2010',2017-04-05
1425467,1425467,2017-04-05 17:46:36+00:00,2017-04-05 17:54:19+00:00,-97.789,30.235,5649.0,30.221,-97.757,654100,34575,1.5,9.0,0.99,0.25,1.93,159.0,26,26,b'BMW',b'X5',b'2008',2017-04-05
1425468,1425468,2017-04-05 17:46:41+00:00,2017-04-05 17:57:03+00:00,-97.774,30.208,7026.0,30.181,-97.776,654141,170390,1.5,10.52,0.99,0.25,2.6,190.0,3615,3615,b'Chevrolet',b'Cruze',b'2011',2017-04-05
1425469,1425469,2017-04-05 17:47:02+00:00,2017-04-05 18:02:01+00:00,-97.747,30.265,10987.0,30.211,-97.754,654142,252661,1.5,14.15,0.99,0.25,3.75,102.0,2933,2933,b'Hyundai',b'Sonata Hybrid',b'2016',2017-04-05
1425470,1425470,2017-04-05 17:47:11+00:00,2017-04-05 18:00:54+00:00,-97.743,30.285,5025.0,30.252,-97.764,653752,162027,1.5,10.12,0.99,0.25,3.43,186.0,3554,3554,b'Chrysler',b'Town and Country',b'2010',2017-04-05
