,RIDE_ID,started_on,completed_on,start_location_long,start_location_lat,distance_travelled,end_location_lat,end_location_long,active_driver_id,rider_id,base_fare,total_fare,rate_per_mile,rate_per_minute,time_fare,driving_time_to_rider,driver_id,car_id,make,model,year,start_date
1422451,1422451,2017-04-05 01:49:03+00:00,2017-04-05 02:02:33+00:00,-97.729,30.286,6729.0,30.329,-97.733,652389,79475,1.5,11.13,0.99,0.25,3.38,233.0,2050,2050,b'GMC',b'Sierra 1500',b'2016',2017-04-05
1422452,1422452,2017-04-05 01:49:24+00:00,2017-04-05 01:59:18+00:00,-97.733,30.264,5255.0,30.241,-97.726,652608,121106,1.5,9.3,0.99,0.25,2.48,151.0,4838,4838,b'Hyundai',b'Elantra',b'2014',2017-04-05
1422453,1422453,2017-04-05 01:49:40+00:00,2017-04-05 02:02:25+00:00,-97.764,30.282,6439.0,30.263,-97.744,652556,80372,1.5,10.76,0.99,0.25,3.19,291.0,4139,4139,b'Chevrolet',b'Impala',b'2006',2017-04-05
1422454,1422454,2017-04-05 01:49:41+00:00,2017-04-05 02:07:46+00:00,-97.775,30.372,12800.0,30.288,-97.739,652609,94358,1.5,16.05,0.99,0.25,4.52,475.0,2810,2810,b'Toyota',b'Sienna',b'2007',2017-04-05
1422455,1422455,2017-04-05 01:50:07+00:00,2017-04-05 01:57:56+00:00,-97.789,30.233,5092.0,30.26,-97.756,652610,112462,1.5,8.68,0.99,0.25,1.96,215.0,3638,3638,b'Honda',b'CR-V',b'2004',2017-04-05
1422456,1422456,2017-04-05 01:50:49+00:00,2017-04-05 01:59:33+00:00,-97.765,30.253,4203.0,30.267,-97.738,652499,50403,1.5,8.35,0.99,0.25,2.18,175.0,4129,4129,b'Ford',b'Focus',b'2012',2017-04-05
1422457,1422457,2017-04-05 01:51:03+00:00,2017-04-05 01:58:02+00:00,-97.72,30.274,3821.0,30.27,-97.753,652584,20646,1.5,7.68,0.99,0.25,1.75,218.0,2571,2571,b'Kia',b'Forte',b'2011',2017-04-05
1422458,1422458,2017-04-05 01:51:07+00:00,2017-04-05 01:55:16+00:00,-97.735,30.294,1488.0,30.289,-97.74,652538,44247,1.5,6.06,0.99,0.25,1.04,154.0,4652,4652,b'Kia',b'Forte',b'2014',2017-04-05
1422459,1422459,2017-04-05 01:51:29+00:00,2017-04-05 02:06:55+00:00,-97.743,30.288,6908.0,30.242,-97.727,652537,51069,1.5,11.73,0.99,0.25,3.86,233.0,886,886,b'Toyota',b'Corolla',b'2010',2017-04-05
1422460,1422460,2017-04-05 01:51:39+00:00,2017-04-05 02:01:30+00:00,-97.744,30.288,3722.0,30.267,-97.738,652065,151690,1.5,8.34,0.99,0.25,2.47,221.0,2595,2595,b'Dodge',b'Dart',b'2013',2017-04-05
1422461,1422461,2017-04-05 01:51:41+00:00,2017-04-05 01:57:35+00:00,-97.727,30.279,2515.0,30.266,-97.74,652611,251458,1.5,6.6,0.99,0.25,1.48,101.0,3716,3716,b'Toyota',b'Avalon',b'2013',2017-04-05
1422462,1422462,2017-04-05 01:52:00+00:00,2017-04-05 01:56:23+00:00,-97.738,30.264,1871.0,30.259,-97.747,651662,252214,1.5,6.06,0.99,0.25,1.1,224.0,4430,4430,b'Toyota',b'Camry',b'2014',2017-04-05
1422463,1422463,2017-04-05 01:52:03+00:00,2017-04-05 02:02:06+00:00,-97.716,30.317,8901.0,30.377,-97.731,652612,252197,1.5,11.62,0.99,0.25,2.52,303.0,235,235,b'Hyundai',b'Accent',b'2012',2017-04-05
1422464,1422464,2017-04-05 01:52:13+00:00,2017-04-05 02:00:19+00:00,-97.756,30.26,4678.0,30.232,-97.772,652387,3956,1.5,8.49,0.99,0.25,2.03,142.0,1078,1078,b'Toyota',b'Corolla',b'2010',2017-04-05
1422465,1422465,2017-04-05 01:52:21+00:00,2017-04-05 02:16:39+00:00,-97.791,30.165,32915.0,30.381,-97.769,652470,236999,1.5,30.13,0.99,0.25,6.08,382.0,4515,4515,b'Nissan',b'Altima',b'2013',2017-04-05
1422466,1422466,2017-04-05 01:52:23+00:00,2017-04-05 01:59:38+00:00,-97.737,30.261,3110.0,30.273,-97.756,652613,251521,1.5,7.29,0.99,0.25,1.81,146.0,3974,3974,b'Toyota',b'Camry',b'2007',2017-04-05
1422467,1422467,2017-04-05 01:53:02+00:00,2017-04-05 02:00:58+00:00,-97.778,30.246,3858.0,30.22,-97.78,652614,137545,1.5,7.94,0.99,0.25,1.99,133.0,2669,2669,b'Toyota',b'Camry',b'2014',2017-04-05
1422468,1422468,2017-04-05 01:53:07+00:00,2017-04-05 02:05:44+00:00,-97.739,30.313,8074.0,30.313,-97.705,652504,211072,1.5,11.75,0.99,0.25,3.16,308.0,4422,4422,b'Mitsubishi',b'Outlander',b'2003',2017-04-05
1422469,1422469,2017-04-05 01:53:08+00:00,2017-04-05 02:09:41+00:00,-97.813,30.234,3910.0,30.234,-97.813,652615,252168,1.5,10.15,0.99,0.25,4.14,230.0,1617,1617,b'Chevy',b'Malibu',b'2003',2017-04-05
1422470,1422470,2017-04-05 01:53:13+00:00,2017-04-05 01:58:07+00:00,-97.752,30.267,1696.0,30.262,-97.742,651792,224422,1.5,6.06,0.99,0.25,1.23,152.0,1991,1991,b'Lincoln',b'Town Car',b'2002',2017-04-05
1422471,1422471,2017-04-05 01:53:20+00:00,2017-04-05 02:10:10+00:00,-97.792,30.258,8483.0,30.27,-97.736,652568,171383,1.5,13.06,0.99,0.25,4.21,379.0,4690,4690,b'Toyota',b'Sienna',b'2011',2017-04-05
1422472,1422472,2017-04-05 01:53:28+00:00,2017-04-05 02:12:05+00:00,-97.721,30.403,16896.0,30.287,-97.761,652616,252192,1.5,18.74,0.99,0.25,4.66,151.0,2059,2059,b'Nissan',b'Sentra',b'2010',2017-04-05
1422473,1422473,2017-04-05 01:53:39+00:00,2017-04-05 02:15:37+00:00,-97.651,30.269,24687.0,30.429,-97.672,652617,187966,1.5,24.42,0.99,0.25,5.49,546.0,2615,2615,b'Honda',b'Cross Tour',b'2010',2017-04-05
1422474,1422474,2017-04-05 01:53:42+00:00,2017-04-05 02:05:44+00:00,-97.67,30.418,8864.0,30.47,-97.674,652576,73445,1.5,12.08,0.99,0.25,3.01,409.0,3745,3745,b'Chrysler',b'Town and Country',b'2007',2017-04-05
1422475,1422475,2017-04-05 01:53:56+00:00,2017-04-05 02:05:05+00:00,-97.742,30.262,6684.0,30.215,-97.751,652540,252297,1.5,10.5,0.99,0.25,2.79,170.0,2738,2738,b'Honda',b'Civic',b'2015',2017-04-05
1422476,1422476,2017-04-05 01:54:17+00:00,2017-04-05 01:57:34+00:00,-97.725,30.293,1721.0,30.29,-97.739,652415,92342,1.5,6.06,0.99,0.25,0.82,151.0,3339,3339,b'Hyundai',b'Sonata Hybrid',b'2013',2017-04-05
1422477,1422477,2017-04-05 01:54:30+00:00,2017-04-05 02:06:11+00:00,-97.706,30.262,4476.0,30.27,-97.745,652491,179737,1.5,9.26,0.99,0.25,2.92,179.0,4479,4479,b'Mitsubishi',b'Outlander',b'2015',2017-04-05
1422478,1422478,2017-04-05 01:55:28+00:00,2017-04-05 02:01:45+00:00,-97.778,30.246,3385.0,30.237,-97.749,652618,11675,1.5,7.22,0.99,0.25,1.57,103.0,2096,2096,b'Mitsubishi',b'Outlander',b'2014',2017-04-05
1422479,1422479,2017-04-05 01:55:37+00:00,2017-04-05 02:13:16+00:00,-97.721,30.223,12265.0,30.303,-97.698,652521,56031,1.5,15.61,0.99,0.25,4.42,329.0,1855,1855,b'Hyundai',b'Sonata',b'2013',2017-04-05
1422480,1422480,2017-04-05 01:55:38+00:00,2017-04-05 02:07:54+00:00,-97.793,30.161,11727.0,30.177,-97.753,651637,181513,1.5,13.92,0.99,0.25,3.07,358.0,2880,2880,b'Nissan',b'Sentra',b'2010',2017-04-05
1422481,1422481,2017-04-05 01:55:55+00:00,2017-04-05 02:01:28+00:00,-97.75,30.269,2288.0,30.279,-97.743,652619,251086,1.5,6.36,0.99,0.25,1.39,265.0,4841,4841,b'Honda',b'Civic',b'2010',2017-04-05
1422482,1422482,2017-04-05 01:55:57+00:00,2017-04-05 02:21:23+00:00,-97.666,30.202,30060.0,30.402,-97.721,651763,1634,1.5,28.63,0.99,0.25,6.36,394.0,4638,4638,b'Honda',b'Civic',b'2015',2017-04-05
1422483,1422483,2017-04-05 01:56:01+00:00,2017-04-05 02:02:53+00:00,-97.741,30.388,4531.0,30.412,-97.715,652514,233563,1.5,8.09,0.99,0.25,1.72,343.0,4522,4522,b'Chrysler',b'Town and Country',b'2007',2017-04-05
1422484,1422484,2017-04-05 01:56:07+00:00,2017-04-05 02:00:50+00:00,-97.785,30.241,2660.0,30.253,-97.764,652620,140430,1.5,6.38,0.99,0.25,1.18,126.0,1812,1812,b'Hyundai',b'Accent',b'2009',2017-04-05
1422485,1422485,2017-04-05 01:56:50+00:00,2017-04-05 02:00:04+00:00,-97.726,30.24,1083.0,30.235,-97.731,652590,31648,1.5,6.06,0.99,0.25,0.81,211.0,4241,4241,b'Toyota',b'4Runner',b'2007',2017-04-05
1422486,1422486,2017-04-05 01:56:59+00:00,2017-04-05 02:00:51+00:00,-97.741,30.276,1585.0,30.266,-97.744,652621,188786,5.0,12.76,3.75,0.5,1.94,356.0,819,819,b'Hyundai',b'Genesis',b'2015',2017-04-05
1422487,1422487,2017-04-05 01:57:12+00:00,2017-04-05 02:38:58+00:00,-97.749,30.44,31416.0,30.234,-97.716,652622,248166,1.5,33.61,0.99,0.25,10.45,351.0,2935,2935,b'Chevrolet',b'Impala',b'2010',2017-04-05
1422488,1422488,2017-04-05 01:57:37+00:00,2017-04-05 02:18:24+00:00,-97.666,30.202,17651.0,30.264,-97.744,652623,252298,1.5,19.76,0.99,0.25,5.2,449.0,3395,3395,b'Toyota',b'Camry',b'2012',2017-04-05
1422489,1422489,2017-04-05 01:57:43+00:00,2017-04-05 02:06:15+00:00,-97.741,30.264,3207.0,30.252,-97.723,652624,85428,1.5,7.69,0.99,0.25,2.14,167.0,4753,4753,b'Nissan',b'Altima',b'2012',2017-04-05
1422490,1422490,2017-04-05 01:57:44+00:00,2017-04-05 02:04:14+00:00,-97.739,30.284,1896.0,30.29,-97.749,652606,117031,1.5,6.36,0.99,0.25,1.63,139.0,3799,3799,b'Toyota',b'Camry',b'2007',2017-04-05
1422491,1422491,2017-04-05 01:57:45+00:00,2017-04-05 02:12:16+00:00,-97.739,30.267,16232.0,30.235,-97.874,652625,190439,1.5,17.29,0.99,0.25,3.63,132.0,3285,3285,b'BMW',b'3 Series',b'2008',2017-04-05
1422492,1422492,2017-04-05 01:58:05+00:00,2017-04-05 02:14:45+00:00,-97.74,30.265,16903.0,30.211,-97.653,652596,252186,1.5,18.25,0.99,0.25,4.17,190.0,2642,2642,b'Nissan',b'Altima',b'2001',2017-04-05
1422493,1422493,2017-04-05 01:58:21+00:00,2017-04-05 02:04:01+00:00,-97.745,30.266,2118.0,30.269,-97.732,652626,52626,1.5,6.28,0.99,0.25,1.42,183.0,3235,3235,b'Saturn',b'Aura',b'2007',2017-04-05
1422494,1422494,2017-04-05 01:58:28+00:00,2017-04-05 02:04:59+00:00,-97.739,30.259,2051.0,30.262,-97.727,652627,38971,1.5,6.45,0.99,0.25,1.63,84.0,3037,3037,b'Infiniti',b'G37',b'2013',2017-04-05
1422495,1422495,2017-04-05 01:58:29+00:00,2017-04-05 02:06:19+00:00,-97.746,30.298,3810.0,30.285,-97.714,652547,109233,1.5,7.88,0.99,0.25,1.96,228.0,361,361,b'Hyundai',b'Sonata',b'2007',2017-04-05
1422496,1422496,2017-04-05 01:58:29+00:00,2017-04-05 02:11:34+00:00,-97.719,30.338,14551.0,30.438,-97.694,652628,183820,1.5,15.88,0.99,0.25,3.27,389.0,4293,4293,b'Chevrolet',b'Tahoe',b'2009',2017-04-05
1422497,1422497,2017-04-05 01:58:29+00:00,2017-04-05 02:13:16+00:00,-97.667,30.202,17525.0,30.245,-97.782,652629,252299,1.5,18.16,0.99,0.25,3.7,254.0,2718,2718,b'Nissan',b'Altima',b'2015',2017-04-05
1422498,1422498,2017-04-05 01:58:37+00:00,2017-04-05 02:16:04+00:00,-97.692,30.223,8756.0,30.27,-97.736,652320,211199,1.5,13.39,0.99,0.25,4.37,405.0,1534,1534,b'Jeep',b'Patriot',b'2016',2017-04-05
1422499,1422499,2017-04-05 01:58:39+00:00,2017-04-05 02:02:33+00:00,-97.744,30.269,1532.0,30.269,-97.752,652630,2,1.5,6.06,0.99,0.25,0.98,188.0,2215,2215,b'Hyundai',b'Sonata',b'2011',2017-04-05
1422500,1422500,2017-04-05 01:58:46+00:00,2017-04-05 02:23:50+00:00,-97.666,30.484,29851.0,30.266,-97.746,652631,220329,1.5,28.41,0.99,0.25,6.27,207.0,1454,1454,b'Infiniti',b'G35',b'2008',2017-04-05
1422501,1422501,2017-04-05 01:58:50+00:00,2017-04-05 02:07:29+00:00,-97.739,30.26,3748.0,30.251,-97.749,652632,252300,1.5,8.06,0.99,0.25,2.17,112.0,3451,3451,b'Toyota',b'Camry',b'2017',2017-04-05
1422502,1422502,2017-04-05 01:59:26+00:00,2017-04-05 02:07:00+00:00,-97.721,30.284,3710.0,30.266,-97.741,652633,100237,1.5,7.75,0.99,0.25,1.89,281.0,1808,1808,b'Nissan',b'Altima',b'2015',2017-04-05
1422503,1422503,2017-04-05 01:59:33+00:00,2017-04-05 02:15:09+00:00,-97.731,30.268,12210.0,30.344,-97.771,652607,1096,1.5,15.06,0.99,0.25,3.9,126.0,3253,3253,b'Hyundai',b'Elantra',b'2013',2017-04-05
1422504,1422504,2017-04-05 01:59:40+00:00,2017-04-05 02:06:02+00:00,-97.747,30.266,2549.0,30.247,-97.75,652593,96473,1.5,6.73,0.99,0.25,1.59,168.0,142,142,b'Subaru',b'Outback',b'2005',2017-04-05
1422505,1422505,2017-04-05 01:59:48+00:00,2017-04-05 02:53:34+00:00,-97.835,30.035,50109.0,30.194,-97.746,652634,252301,1.5,48.25,0.99,0.25,13.44,762.0,110,110,b'Chrysler',b'300',b'2008',2017-04-05
1422506,1422506,2017-04-05 02:00:03+00:00,2017-04-05 02:11:09+00:00,-97.743,30.266,4840.0,30.293,-97.744,652560,1787,1.5,9.35,0.99,0.25,2.78,204.0,248,248,b'Toyota',b'Camry',b'2008',2017-04-05
1422507,1422507,2017-04-05 02:00:13+00:00,2017-04-05 02:09:11+00:00,-97.742,30.266,4493.0,30.287,-97.744,652611,80165,1.5,8.58,0.99,0.25,2.24,178.0,3716,3716,b'Toyota',b'Avalon',b'2013',2017-04-05
1422508,1422508,2017-04-05 02:00:24+00:00,2017-04-05 02:06:56+00:00,-97.744,30.269,1923.0,30.26,-97.739,652401,249371,1.5,6.37,0.99,0.25,1.63,240.0,3912,3912,b'Ford',b'Fusion',b'2010',2017-04-05
1422509,1422509,2017-04-05 02:00:29+00:00,2017-04-05 02:05:11+00:00,-97.725,30.253,1574.0,30.258,-97.739,652635,252165,1.5,6.06,0.99,0.25,1.18,216.0,1409,1409,b'Toyota',b'Camry',b'2013',2017-04-05
1422510,1422510,2017-04-05 02:00:35+00:00,2017-04-05 02:07:03+00:00,-97.758,30.255,2673.0,30.264,-97.744,652402,35166,1.5,6.83,0.99,0.25,1.62,225.0,4137,4137,b'Cadillac',b'Escalade ESV',b'2012',2017-04-05
1422511,1422511,2017-04-05 02:00:37+00:00,2017-04-05 02:10:21+00:00,-97.707,30.313,7509.0,30.283,-97.736,652636,97498,1.5,10.66,0.99,0.25,2.43,183.0,1073,1073,b'Toyota',b'Highlander',b'2011',2017-04-05
1422512,1422512,2017-04-05 02:00:40+00:00,2017-04-05 02:07:00+00:00,-97.741,30.268,1931.0,30.258,-97.739,652580,252244,1.5,6.33,0.99,0.25,1.58,215.0,4352,4352,b'Ford',b'Fusion',b'2011',2017-04-05
1422513,1422513,2017-04-05 02:00:47+00:00,2017-04-05 02:00:48+00:00,-97.667,30.202,64.0,30.203,-97.667,652637,135728,1.5,6.06,0.99,0.25,0.01,389.0,4845,4845,b'Toyota',b'Camry',b'2009',2017-04-05
1422514,1422514,2017-04-05 02:00:49+00:00,2017-04-05 02:08:58+00:00,-97.741,30.266,2021.0,30.278,-97.742,652408,41181,1.5,6.85,0.99,0.25,2.04,178.0,4576,4576,b'Hyundai',b'Elantra',b'2017',2017-04-05
1422515,1422515,2017-04-05 02:00:57+00:00,2017-04-05 02:11:02+00:00,-97.73,30.24,2546.0,30.225,-97.724,652638,140427,1.5,7.67,0.99,0.25,2.52,170.0,2004,2004,b'Jeep',b'Patriot',b'2015',2017-04-05
1422516,1422516,2017-04-05 02:01:51+00:00,2017-04-05 02:20:40+00:00,-97.785,30.295,19462.0,30.403,-97.723,652639,156539,1.5,20.38,0.99,0.25,4.71,253.0,3554,3554,b'Chrysler',b'Town and Country',b'2010',2017-04-05
1422517,1422517,2017-04-05 02:01:51+00:00,2017-04-05 02:19:22+00:00,-97.667,30.202,16470.0,30.25,-97.758,652640,45257,1.5,18.19,0.99,0.25,4.38,388.0,2616,2616,b'Hyundai',b'Elantra',b'2010',2017-04-05
1422518,1422518,2017-04-05 02:01:52+00:00,2017-04-05 02:05:40+00:00,-97.744,30.264,944.0,30.265,-97.743,652641,120854,1.5,6.06,0.99,0.25,0.95,90.0,2679,2679,b'Toyota',b'Corolla',b'2012',2017-04-05
1422519,1422519,2017-04-05 02:01:53+00:00,2017-04-05 02:12:12+00:00,-97.73,30.27,6803.0,30.244,-97.756,652642,199629,1.5,10.36,0.99,0.25,2.58,215.0,3757,3757,b'Toyota',b'Venza',b'2013',2017-04-05
1422520,1422520,2017-04-05 02:01:57+00:00,2017-04-05 02:06:41+00:00,-97.738,30.261,2234.0,30.269,-97.752,652643,107676,1.5,6.12,0.99,0.25,1.19,68.0,4613,4613,b'Mazda',b'6',b'2016',2017-04-05
1422521,1422521,2017-04-05 02:02:10+00:00,2017-04-05 02:19:19+00:00,-97.737,30.348,15841.0,30.264,-97.714,652644,57465,1.5,17.71,0.99,0.25,4.29,325.0,610,610,b'Honda',b'CRV',b'2016',2017-04-05
1422522,1422522,2017-04-05 02:02:16+00:00,2017-04-05 02:29:34+00:00,-97.666,30.205,28937.0,30.399,-97.733,652645,252302,1.5,28.41,0.99,0.25,6.83,335.0,3704,3704,b'Toyota',b'Camry',b'2009',2017-04-05
1422523,1422523,2017-04-05 02:02:27+00:00,2017-04-05 02:08:42+00:00,-97.714,30.275,2798.0,30.284,-97.698,652602,913,1.5,6.86,0.99,0.25,1.57,315.0,2776,2776,b'Infiniti',b'QX60',b'2014',2017-04-05
1422524,1422524,2017-04-05 02:02:27+00:00,2017-04-05 02:10:39+00:00,-97.8,30.229,5213.0,30.23,-97.835,652646,32979,1.5,8.85,0.99,0.25,2.05,239.0,4545,4545,b'Jeep',b'Renegade',b'2016',2017-04-05
1422525,1422525,2017-04-05 02:02:45+00:00,2017-04-05 02:17:36+00:00,-97.756,30.231,6516.0,30.27,-97.756,652647,133,1.5,11.33,0.99,0.25,3.71,141.0,4335,4335,b'Toyota',b'Corolla',b'2013',2017-04-05
1422526,1422526,2017-04-05 02:02:45+00:00,2017-04-05 02:17:33+00:00,-97.693,30.201,13747.0,30.267,-97.739,652648,22698,1.5,15.82,0.99,0.25,3.7,581.0,4781,4781,b'Kia',b'Soul',b'2015',2017-04-05
1422527,1422527,2017-04-05 02:03:02+00:00,2017-04-05 02:12:32+00:00,-97.753,30.268,5542.0,30.235,-97.739,652649,3926,1.5,9.38,0.99,0.25,2.38,156.0,953,953,b'Volkswagen',b'Jetta',b'2013',2017-04-05
1422528,1422528,2017-04-05 02:03:12+00:00,2017-04-05 02:14:54+00:00,-97.763,30.261,5523.0,30.258,-97.739,652565,251780,1.5,9.93,0.99,0.25,2.93,144.0,3606,3606,b'Honda',b'Odyssey',b'2006',2017-04-05
1422529,1422529,2017-04-05 02:03:22+00:00,2017-04-05 02:19:12+00:00,-97.667,30.202,10579.0,30.248,-97.733,652397,109348,1.5,14.11,0.99,0.25,3.96,373.0,4732,4732,b'Ford',b'Fusion',b'2014',2017-04-05
1422530,1422530,2017-04-05 02:04:07+00:00,2017-04-05 02:22:11+00:00,-97.777,30.499,16824.0,30.578,-97.861,652650,247564,1.5,18.55,0.99,0.25,4.52,334.0,1259,1259,b'Toyota',b'Highlander',b'2017',2017-04-05
1422531,1422531,2017-04-05 02:04:08+00:00,2017-04-05 02:21:59+00:00,-97.722,30.403,19445.0,30.269,-97.752,652523,195371,1.5,20.13,0.99,0.25,4.47,164.0,1061,1061,b'Honda',b'Civic',b'2015',2017-04-05
1422532,1422532,2017-04-05 02:04:16+00:00,2017-04-05 02:14:13+00:00,-97.769,30.189,5404.0,30.16,-97.796,652651,13430,1.5,9.4,0.99,0.25,2.49,344.0,782,782,b'Toyota',b'Camry',b'2016',2017-04-05
1422533,1422533,2017-04-05 02:04:28+00:00,2017-04-05 02:09:25+00:00,-97.751,30.246,2185.0,30.238,-97.766,652652,134286,1.5,6.14,0.99,0.25,1.24,132.0,898,898,b'Honda',b'Accord',b'2016',2017-04-05
1422534,1422534,2017-04-05 02:04:33+00:00,2017-04-05 02:16:12+00:00,-97.747,30.213,7924.0,30.256,-97.763,652585,150884,1.5,11.4,0.99,0.25,2.92,384.0,2380,2380,b'BMW',b'X5',b'2005',2017-04-05
1422535,1422535,2017-04-05 02:04:34+00:00,2017-04-05 02:11:23+00:00,-97.753,30.274,2201.0,30.269,-97.736,652653,72380,1.5,6.63,0.99,0.25,1.71,90.0,711,711,b'Kia',b'Soul',b'2016',2017-04-05
1422536,1422536,2017-04-05 02:04:56+00:00,2017-04-05 02:16:14+00:00,-97.734,30.286,6289.0,30.292,-97.77,652096,252303,1.5,10.3,0.99,0.25,2.83,204.0,3406,3406,b'Mercedes-Benz',b'CLS-Class',b'2010',2017-04-05
1422537,1422537,2017-04-05 02:05:03+00:00,2017-04-05 02:08:08+00:00,-97.749,30.27,1294.0,30.277,-97.751,652654,108920,3.0,12.12,2.6,0.35,1.08,235.0,1001,1001,b'GMC',b'Acadia Denali',b'2017',2017-04-05
1422538,1422538,2017-04-05 02:05:15+00:00,2017-04-05 02:16:30+00:00,-97.74,30.267,6694.0,30.229,-97.755,652655,109896,1.5,10.53,0.99,0.25,2.81,208.0,2684,2684,b'Audi',b'A3',b'2015',2017-04-05
1422539,1422539,2017-04-05 02:05:19+00:00,2017-04-05 02:09:13+00:00,-97.737,30.254,1354.0,30.26,-97.738,652656,252304,1.5,6.06,0.99,0.25,0.98,172.0,1681,1681,b'Hyundai',b'Sonata',b'2009',2017-04-05
1422540,1422540,2017-04-05 02:05:20+00:00,2017-04-05 02:09:46+00:00,-97.751,30.246,2355.0,30.239,-97.768,652476,1904,1.5,6.12,0.99,0.25,1.11,147.0,4684,4684,b'Cadillac',b'XTS',b'2013',2017-04-05
1422541,1422541,2017-04-05 02:05:38+00:00,2017-04-05 02:13:22+00:00,-97.751,30.246,3511.0,30.269,-97.754,652618,30820,1.5,7.68,0.99,0.25,1.94,123.0,2096,2096,b'Mitsubishi',b'Outlander',b'2014',2017-04-05
1422542,1422542,2017-04-05 02:05:51+00:00,2017-04-05 02:12:49+00:00,-97.748,30.254,2211.0,30.258,-97.76,652513,119496,1.5,6.67,0.99,0.25,1.74,69.0,3899,3899,b'Toyota',b'RAV4',b'2009',2017-04-05
1422543,1422543,2017-04-05 02:06:05+00:00,2017-04-05 02:06:15+00:00,-97.742,30.263,23.0,30.264,-97.742,652657,251660,1.5,6.06,0.99,0.25,0.04,112.0,4847,4847,b'Lexus',b'RX 350',b'2008',2017-04-05
1422544,1422544,2017-04-05 02:06:25+00:00,2017-04-05 02:35:45+00:00,-97.666,30.203,31100.0,30.404,-97.71,652323,236874,1.5,30.26,0.99,0.25,7.33,450.0,4840,4840,b'Hyundai',b'Sonata Hybrid',b'2016',2017-04-05
1422545,1422545,2017-04-05 02:06:30+00:00,2017-04-05 02:21:16+00:00,-97.748,30.391,14640.0,30.483,-97.687,652658,252305,3.0,34.16,2.6,0.35,5.17,394.0,1900,1900,b'Chevrolet',b'Traverse',b'2016',2017-04-05
1422546,1422546,2017-04-05 02:06:37+00:00,2017-04-05 02:16:23+00:00,-97.74,30.277,6428.0,30.257,-97.75,652659,187421,1.5,10.0,0.99,0.25,2.45,118.0,4663,4663,b'Nissan',b'Altima',b'2015',2017-04-05
1422547,1422547,2017-04-05 02:06:58+00:00,2017-04-05 02:22:14+00:00,-97.753,30.269,19071.0,30.203,-97.666,652660,32539,1.5,19.24,0.99,0.25,3.82,128.0,3521,3521,b'Dodge',b'Avenger',b'2013',2017-04-05
1422548,1422548,2017-04-05 02:06:59+00:00,2017-04-05 02:19:15+00:00,-97.768,30.297,7414.0,30.257,-97.739,652452,46235,1.5,11.24,0.99,0.25,3.07,155.0,4762,4762,b'Kia',b'Forte',b'2010',2017-04-05
1422549,1422549,2017-04-05 02:07:26+00:00,2017-04-05 02:22:19+00:00,-97.72,30.301,13109.0,30.212,-97.664,652661,251559,1.5,15.43,0.99,0.25,3.72,196.0,303,303,b'Chrysler',b'Town and Country',b'2009',2017-04-05
1422550,1422550,2017-04-05 02:07:42+00:00,2017-04-05 02:17:25+00:00,-97.682,30.41,6097.0,30.4,-97.723,652662,208593,1.5,9.78,0.99,0.25,2.43,207.0,406,406,b'Jeep',b'Cherokee',b'2015',2017-04-05
1422551,1422551,2017-04-05 02:07:52+00:00,2017-04-05 02:11:43+00:00,-97.737,30.269,1823.0,30.278,-97.742,652663,251716,1.5,6.06,0.99,0.25,0.97,210.0,3157,3157,b'Toyota',b'Corolla',b'2005',2017-04-05
1422552,1422552,2017-04-05 02:08:18+00:00,2017-04-05 02:34:14+00:00,-97.667,30.202,28949.0,30.309,-97.782,652373,252306,1.5,28.07,0.99,0.25,6.48,359.0,3706,3706,b'Ford',b'Escape',b'2017',2017-04-05
1422553,1422553,2017-04-05 02:08:21+00:00,2017-04-05 02:13:46+00:00,-97.738,30.267,2686.0,30.266,-97.717,652664,70599,1.5,6.58,0.99,0.25,1.36,195.0,2250,2250,b'Honda ',b'Civic',b'2013',2017-04-05
1422554,1422554,2017-04-05 02:08:22+00:00,2017-04-05 02:22:45+00:00,-97.667,30.203,16081.0,30.256,-97.739,651990,99797,1.5,17.16,0.99,0.25,3.6,354.0,3767,3767,b'Toyota',b'Corolla',b'2014',2017-04-05
1422555,1422555,2017-04-05 02:08:41+00:00,2017-04-05 02:15:12+00:00,-97.723,30.401,4646.0,30.368,-97.727,652665,72656,1.5,8.07,0.99,0.25,1.63,183.0,4844,4844,b'GMC',b'Terrain',b'2016',2017-04-05
1422556,1422556,2017-04-05 02:08:45+00:00,2017-04-05 02:16:05+00:00,-97.738,30.264,2258.0,30.26,-97.755,652321,247388,1.5,6.79,0.99,0.25,1.83,121.0,3368,3368,b'Kia',b'Rio',b'2013',2017-04-05
1422557,1422557,2017-04-05 02:08:55+00:00,2017-04-05 02:24:29+00:00,-97.747,30.264,15948.0,30.302,-97.827,652666,251534,1.5,17.37,0.99,0.25,3.89,130.0,2080,2080,b'Honda',b'Civic',b'2009',2017-04-05
1422558,1422558,2017-04-05 02:08:57+00:00,2017-04-05 02:15:03+00:00,-97.79,30.235,2976.0,30.249,-97.771,652667,248683,1.5,6.93,0.99,0.25,1.53,209.0,2333,2333,b'Nissan',b'Pathfinder',b'2011',2017-04-05
1422559,1422559,2017-04-05 02:09:10+00:00,2017-04-05 02:27:38+00:00,-97.667,30.202,14645.0,30.306,-97.707,652668,197380,1.5,17.3,0.99,0.25,4.62,389.0,4291,4291,b'Toyota',b'Prius',b'2008',2017-04-05
