,Unnamed: 0,DriverID,RideID,Location,Time,Date,latitude,longitude
278,278,1779,1427142,30.285 -97.74799999999999,23:17:27,2017-04-05,30.285,-97.74799999999999
279,279,1780,1423249,30.24 -97.71600000000001,04:48:20,2017-04-05,30.24,-97.71600000000001
280,280,3934,1423267,30.349 -97.75200000000001,05:08:24,2017-04-05,30.349,-97.75200000000001
281,281,4507,1423207,30.268 -97.73700000000001,04:48:13,2017-04-05,30.268,-97.73700000000001
282,282,4644,1423000,30.399 -97.725,03:53:49,2017-04-05,30.399,-97.725
283,283,4644,1423127,30.331999999999997 -97.56200000000001,04:25:36,2017-04-05,30.331999999999997,-97.56200000000001
284,284,4017,1422951,30.250999999999998 -97.757,03:50:43,2017-04-05,30.250999999999998,-97.757
285,285,4017,1423322,30.252 -97.891,05:22:53,2017-04-05,30.252,-97.891
286,286,4017,1424536,30.246 -97.751,14:24:00,2017-04-05,30.246,-97.751
287,287,4119,1423051,30.255 -97.74700000000001,04:04:48,2017-04-05,30.255,-97.74700000000001
288,288,4119,1423406,30.267 -97.73700000000001,05:32:36,2017-04-05,30.267,-97.73700000000001
289,289,4119,1425118,30.278000000000002 -97.75399999999999,16:53:02,2017-04-05,30.278000000000002,-97.75399999999999
290,290,3734,1423203,30.263 -97.715,04:32:42,2017-04-05,30.263,-97.715
291,291,3734,1423499,30.238000000000003 -97.71700000000001,06:09:10,2017-04-05,30.238000000000003,-97.71700000000001
292,292,3734,1423582,30.176 -97.765,06:58:58,2017-04-05,30.176,-97.765
293,293,3333,1423731,30.259 -97.74700000000001,08:47:06,2017-04-05,30.259,-97.74700000000001
294,294,3333,1423882,30.32 -97.96799999999999,11:34:06,2017-04-05,30.32,-97.96799999999999
295,295,3848,1423264,30.506 -97.686,04:55:54,2017-04-05,30.506,-97.686
296,296,3848,1423552,30.478 -97.551,06:56:18,2017-04-05,30.478,-97.551
297,297,3848,1423758,30.221999999999998 -97.74700000000001,09:49:14,2017-04-05,30.221999999999998,-97.74700000000001
298,298,3945,1423515,30.267 -97.73700000000001,06:13:03,2017-04-05,30.267,-97.73700000000001
299,299,3945,1423606,30.291 -97.76700000000001,07:00:53,2017-04-05,30.291,-97.76700000000001
300,300,3945,1426498,30.256999999999998 -97.75,21:46:00,2017-04-05,30.256999999999998,-97.75
301,301,3956,1423437,30.288 -97.73899999999999,05:57:09,2017-04-05,30.288,-97.73899999999999
302,302,3956,1423617,30.256999999999998 -97.75,07:17:05,2017-04-05,30.256999999999998,-97.75
303,303,3956,1423738,30.255 -97.71600000000001,09:06:44,2017-04-05,30.255,-97.71600000000001
304,304,3956,1424014,30.203000000000003 -97.66799999999999,13:26:40,2017-04-05,30.203000000000003,-97.66799999999999
305,305,47,1423595,30.24 -97.713,07:01:57,2017-04-05,30.24,-97.713
306,306,47,1425448,30.203000000000003 -97.66799999999999,17:51:20,2017-04-05,30.203000000000003,-97.66799999999999
307,307,47,1426067,30.346999999999998 -97.72,20:16:57,2017-04-05,30.346999999999998,-97.72
308,308,3369,1423760,30.203000000000003 -97.667,09:37:05,2017-04-05,30.203000000000003,-97.667
309,309,3369,1423887,30.203000000000003 -97.667,11:22:47,2017-04-05,30.203000000000003,-97.667
310,310,2670,1423728,30.203000000000003 -97.666,08:53:47,2017-04-05,30.203000000000003,-97.666
311,311,2670,1424674,30.281999999999996 -97.74,14:52:08,2017-04-05,30.281999999999996,-97.74
312,312,1549,1424297,30.289 -97.74,13:37:01,2017-04-05,30.289,-97.74
313,313,3740,1423723,30.29 -97.751,08:38:41,2017-04-05,30.29,-97.751
314,314,2475,1423749,30.203000000000003 -97.66799999999999,09:32:26,2017-04-05,30.203000000000003,-97.66799999999999
315,315,2475,1424255,30.403000000000002 -97.723,13:47:47,2017-04-05,30.403000000000002,-97.723
316,316,2475,1424953,30.195999999999998 -97.694,15:57:02,2017-04-05,30.195999999999998,-97.694
317,317,2475,1425462,30.264 -97.744,17:57:39,2017-04-05,30.264,-97.744
318,318,2475,1426599,30.392 -97.75,22:15:08,2017-04-05,30.392,-97.75
319,319,2475,1426856,30.498 -97.656,22:59:39,2017-04-05,30.498,-97.656
320,320,147,1423813,30.203000000000003 -97.667,10:40:55,2017-04-05,30.203000000000003,-97.667
321,321,147,1423945,30.232 -97.723,12:03:18,2017-04-05,30.232,-97.723
322,322,147,1424312,30.214000000000002 -97.695,13:48:07,2017-04-05,30.214000000000002,-97.695
323,323,1523,1423922,30.32 -97.96799999999999,12:11:58,2017-04-05,30.32,-97.96799999999999
324,324,2709,1423854,30.268 -97.742,10:52:15,2017-04-05,30.268,-97.742
325,325,2709,1424102,30.485 -97.667,13:16:57,2017-04-05,30.485,-97.667
326,326,1516,1423868,30.203000000000003 -97.66799999999999,11:26:48,2017-04-05,30.203000000000003,-97.66799999999999
327,327,1516,1424607,30.28 -97.76,14:53:28,2017-04-05,30.28,-97.76
328,328,3183,1423879,30.203000000000003 -97.667,11:30:12,2017-04-05,30.203000000000003,-97.667
329,329,3183,1423982,30.269000000000002 -97.75,12:13:52,2017-04-05,30.269000000000002,-97.75
330,330,3183,1424408,30.471999999999998 -97.677,14:15:46,2017-04-05,30.471999999999998,-97.677
331,331,287,1424108,30.234 -97.801,13:11:11,2017-04-05,30.234,-97.801
332,332,287,1424496,30.483 -97.68700000000001,14:28:15,2017-04-05,30.483,-97.68700000000001
333,333,287,1425297,30.333000000000002 -97.76,17:13:09,2017-04-05,30.333000000000002,-97.76
334,334,3505,1423907,30.203000000000003 -97.667,11:36:05,2017-04-05,30.203000000000003,-97.667
335,335,3505,1423951,30.203000000000003 -97.667,12:06:10,2017-04-05,30.203000000000003,-97.667
336,336,3505,1424052,30.401 -97.655,13:00:39,2017-04-05,30.401,-97.655
337,337,2312,1424717,30.203000000000003 -97.667,15:10:46,2017-04-05,30.203000000000003,-97.667
338,338,2312,1425487,30.25 -97.75,18:09:59,2017-04-05,30.25,-97.75
339,339,2312,1426178,30.203000000000003 -97.667,20:45:14,2017-04-05,30.203000000000003,-97.667
340,340,3960,1424007,30.203000000000003 -97.667,12:46:36,2017-04-05,30.203000000000003,-97.667
341,341,3960,1424625,30.291999999999998 -97.723,14:58:00,2017-04-05,30.291999999999998,-97.723
342,342,3049,1423976,30.355999999999998 -97.8,12:13:03,2017-04-05,30.355999999999998,-97.8
343,343,3049,1424015,30.319000000000003 -97.70100000000001,12:40:20,2017-04-05,30.319000000000003,-97.70100000000001
344,344,3049,1424131,30.35 -97.75200000000001,13:17:38,2017-04-05,30.35,-97.75200000000001
345,345,3049,1426351,30.374000000000002 -97.62200000000001,21:14:38,2017-04-05,30.374000000000002,-97.62200000000001
346,346,3049,1426529,30.25 -97.725,22:08:37,2017-04-05,30.25,-97.725
347,347,3049,1426797,30.27 -97.75399999999999,22:34:00,2017-04-05,30.27,-97.75399999999999
348,348,3287,1425862,30.215 -97.749,19:58:26,2017-04-05,30.215,-97.749
349,349,2033,1424198,30.215999999999998 -97.721,13:23:23,2017-04-05,30.215999999999998,-97.721
350,350,2033,1424601,30.34 -97.676,14:54:26,2017-04-05,30.34,-97.676
351,351,2033,1425871,30.313000000000002 -97.73100000000001,19:42:35,2017-04-05,30.313000000000002,-97.73100000000001
352,352,2033,1426542,30.305 -97.785,22:05:51,2017-04-05,30.305,-97.785
353,353,3843,1424136,30.445999999999998 -97.69200000000001,13:05:56,2017-04-05,30.445999999999998,-97.69200000000001
354,354,3843,1424363,30.41 -97.71799999999999,13:59:46,2017-04-05,30.41,-97.71799999999999
355,355,3843,1424914,30.284000000000002 -97.738,15:41:53,2017-04-05,30.284000000000002,-97.738
356,356,3843,1425744,30.295 -97.78299999999999,19:06:02,2017-04-05,30.295,-97.78299999999999
357,357,3843,1426176,30.408 -97.70299999999999,20:47:56,2017-04-05,30.408,-97.70299999999999
358,358,1854,1424298,30.541 -97.821,13:50:17,2017-04-05,30.541,-97.821
359,359,1854,1425044,30.467 -97.804,16:19:29,2017-04-05,30.467,-97.804
360,360,1854,1425292,30.378 -97.714,17:17:08,2017-04-05,30.378,-97.714
361,361,2227,1424054,30.263 -97.786,12:51:07,2017-04-05,30.263,-97.786
362,362,2227,1424179,30.29 -97.738,13:13:28,2017-04-05,30.29,-97.738
363,363,2227,1424635,30.203000000000003 -97.66799999999999,14:52:17,2017-04-05,30.203000000000003,-97.66799999999999
